I trusted u only na..i thaught sterday atleast u would giv d code but u didnt.then only i went to an another option..	India
No nt at al..	India
Podi podi;-@gt;:-@	India
Bring ma pdc record d	India
It takes tym for me to finish after dat i vil sleep	India
No	India
Hey dip code da	India
Hostel	India
Happy bday dear:-)	India
Wats wrong in askin codes da	India
Hostel	India
Thanx	India
Ya	India
Ya d	India
Idiot just shut up k.. I told her dat i am gonna send msg to my school frnds n ask..after dat only she askd her school frnd in gtalk..but i didnt ask ma frnd after..sterday only i askd..	India
U tel abt dat article	India
Ya d:-(:-(	India
Ya	India
Sleepin	India
Wru	India
K	India
Wru	India
K	India
Hey can u ask any ofur frnds abt dat huffman coding	India
Noodles	India
OKay :-)	India
Ya	India
U didnt giv..atlast min wat can i do so i askd them..wats wrong in it?	India
K leave i dnt want anythng.tel abt dat article	India
No d our clasmate	India
Shal i cal	India
Lyin	India
I want ur dbms record.,	India
I vil cum at 8 only	India
K	India
U told me u didnt lyk me talkin with ma schol frndz	India
I returned back	India
K d:-)	India
Did u wrote program in dip	India
I want akka.	India
Wats der in it..atlast min wat can i do?..so i askd my frnds..	India
K dats wat i told u.i hav never askd u any help frm u..first tym i askd u for dis program but u didnt.i trusted u a lot..u wer nt intrested on dat day itself wen i teach u dat problem	India
Vv	India
Wen U Believe 'some1' Deeply, Misundrstding Arises.. bt dont fight4 it Bcoz sum misundrding is needed 4 gud undrstding Its a lifes secret... good n8. sweet dreams	India
Ef	India
Wru	India
No d	India
Vaishu woke up d:-)she cant send msg frm her mobile..	India
K	India
K d i vil giv ten rs	India
Idiot u take nw d	India
I am bunkin d lab	India
I dnt want	India
K hereafter i wnt ask	India
K tel later	India
Podi podi;-@gt;	India
K	India
Wen u go to bath msg me	India
K	India
K	India
Dnt knw	India
I shouldnt talk with ma schol frnds ah	India
K d:-)	India
Hmmm u take it nw d..u gonna do noodles only na..u return back after half n hour	India
Oh k k fyn	India
Der	India
Oh k k enjoy:-)	India
K leave i wnt believe u for anythng in ma lyf tym.	India
Hey today pr for me with koushik d:-(:-(;-(	India
K leave	India
Me too	India
Ya	India
Wat doin	India
Y ru angry on me	India
Wat u want me to do?	India
Hey ask any of ur frnds whether they want carpidem t.shirt medium size	India
V didnt start yet d..goin to start	India
Hostel	India
Der	India
Hmmm..k k:-)fyn	India
Oh u didnt lyk wat i told abt dat ict ah	India
Hey nw sastra super singer is goin in vkj audi..d..n group music starts frm  @lt;DECIMAL@gt;  d.i saw a team practising happy days songs.i was awesome dnt miss it gals	India
The other girl wearing brown colour saree..	India
Der	India
K	India
Chuma	India
Thank u	India
I am nt talkin with them always.just askd for help.they r school frnds.hw 2n i avoid them..	India
I am goin to jvc slot today	India
Ya :-)	India
K	India
Der	India
Hey ya i finished .but sir told to shw a demo..so hav to take it in pendrive tomorrow..i left ma mobile in d rum itself dats y cant rply u..sry..anyway thanks a lot:-):-)	India
I didnt tel dat i am nt in mood..i dnt knw to try more than it	India
I am near lib	India
Wat	India
:-):-)	India
Clas	India
Tel	India
Ten min da	India
I am nt talkin with them always.just askd for help.they r school frnds.hw 2n i avoid them..	India
I am ond way	India
Tel me surely whether u vil write dip..r tel i need to try somethng else.	India
K	India
Ya	India
Rply da	India
I knw u didnt lyk do it rite frm d first..	India
K akka	India
K	India
Ya i hav got one downloading	India
K d	India
Oh k enjoy:-)	India
Ru in kaju rum	India
U didnt lyk me talkin with any guy...after u told me to write only i askd ma frnds..u knw i dnt knw to write codin.then hw can i write	India
Ya cuming	India
Going to use d	India
I vil giv dat buk to xerox nw..nw lunch for me	India
Oh thank u..	India
K d	India
Sastra means i vil tel abt d faculty,subject,n its tie up with companies	India
Interval	India
Oh am gonna do daa n idi ss.cumin 4 anythn?	India
Tell	India
U study now 'l talk tonight	India
Got up?	India
How much s tat i ve ly  @lt;#@gt;  i ll give me change	India
We make Friends. Some become Dearest. Some become Special. We Have Crushes on some, Fall in love with Someone. Some go Abroad. Some change their Cities. Some leave Us. We leave Some. Some are in Contact @amp; Some are Not. Some dont Contact because of their EGO. We dont Contact some because of OUR EGO. Whatever they were, However they are, We still Remember them Because the part they played made "MEMORIES" in Our Lives. Send this to all your friends. No matter how often you talk or how close you are. "Let old friends know you have not forgotten them and tell new friends you will never forget them.":-D	India
Dear Friends, our Tiruppur Team creat a new car achiver Mr.Dineshkumar so wish him to achive next By Prakash Tiruppur Team	India
Sorry for shouting	India
I vil b in hostel	India
Wat doin?	India
Will come 4 third hour	India
Wat hapnd durng ur b'day!	India
I said u not to talk to anyone na for that	India
Youth ku, Risk yedukirathu Rask sapiduramathiri. But Old ku, Rask sapidurathey Risk than. So, don't miss youth life! Make your moments enjoyable. Gud eve	India
S	India
Whr r u	India
U knw wat? I gt b'day bumps 2day! Adi pinnitalunga!	India
One min	India
Ya got verified	India
K	India
U goto class 'l get in break	India
Cha! Un b'day ku unna adikavae illa!	India
I know u r angry.. I 'l talk u tonight so that i can clear my side	India
U call now orelse i 'l msg to everyone	India
Ya ok di sorry	India
Wat	India
Sorry	India
Hey all:-) kindly msg me your dept, reg no and room no, so that i can get permission from shanthi to be outside hostel till 9.... :-)	India
Just now went n show da .he didnt ask anythng.just general outline of d program. He didnt check my output also	India
Na enna panna first na than unaku send panna avala yaru atha copy panna sonna	India
HURRAY! www.FullOnSms.com is here! - Save ur mobile bills - Send unlimited sms for FREE - Also send FREE jokes, one liners @amp; watch videos All this for FREE	India
He was in my grp oly nah! Our topic was "xamination s it kilng education"	India
K	India
Call	India
I thought it was important	India
I need to c arthi	India
Bye	India
 #. Cal to this number. "Airtel only" its very interesting try it . . .	India
Message me when it starts da...	India
Supreme Court has announcd now that any person who meets road accidents can b taken 2 nearby hospital immediatly. Hospital must not ask 4 police report 2 admit him,its doctrs duty 2 do 1st aid. Police can b informed later. Pls pass dis sms 2 all,rathar than forwdng other useless msgs. it may help sum1!!	India
Call	India
Ur frnds took video of vignesh's talk!	India
Hey gals me in arundati..ll come after eating..	India
Call	India
  Dec.Chrgs Rs.3/sms	India
So	India
Vetti dog! En hr ku varala?	India
 . forward this as fast as possible.!	India
K	India
Call	India
K	India
Ur frnds took video of vignesh's talk!	India
Wat doing	India
) msg me your free hours for tomorrow and day after that... Also msg those hours which you cant afford to bunk, because i may ask you to bunk;-) so clearly msg both:-)	India
Class over d	India
Nope not them	India
Aishwarya	India
Stars light Stars bright ur the only Star I see tonight. I wish I may. I wish I might be there guarding ur dreams tonite, good nite....... - via WAY2SMS.COM	India
Message me when it starts da...	India
Supreme Court has announcd now that any person who meets road accidents can b taken 2 nearby hospital immediatly. Hospital must not ask 4 police report 2	India
 rs ... I din explore dell yet.....	India
Hr was gud 2day!	India
Osama Binladen ku "BAYAM" na Ennanae Theriyathu Why? Yen na.. Osama Binladen ku Tamil Theriyathu. AyYoo! AyYoo! Orey tamasu..	India
Call	India
Hi all:-) this s to inform you that you are to pay  @lt;#@gt;  rupees for the carpe tshirt within tomorrow...:-)	India
Y don want	India
Y	India
Happiness cannot b owned, earned, worn or consumed. Happiness is a spiritual experience of living every min with love,grace n gratitude :-) :-)	India
I am in class	India
Lol :-). But that sms rhyme 'll be even betta janu .. Lol :-).	India
I was thinking abt whom I care most @amp;amp; u came 2 my mind. So jst wanna wish u Gdn8. - Sent via WAY2SMS.COM	India
Hr s was gud 2day!	India
Y don want sorry	India
Go n fuck with whom ever u like i don care	India
K	India
U haven seen them	India
K	India
When we cannot laugh on 1 Joke again n again; Why do we cry thinking about 1 hurt again n again ? We have just 1 life.. Lets Forgive @amp; Forget. Good ni8	India
XML , EDI , RSA , WEB SECURITY , DES .. important questions	India
K	India
Ok d	India
Andha matter pdc sir ku vaera therinju poch! Maanam poch!	India
K	India
Call	India
Okay	India
Hari aravind	India
Y da	India
''Life is beautiful only for those who knw how to celebrate the PAIN".-.. :-)Gud nite :-)	India
  Cr (Clearing cheques subject to realisation).	India
K f u want take xrx d	India
Ok d	India
Ya semmaya!	India
Submitted the assignme?	India
 	India
Der	India
Come soon	India
K	India
Having 1 Child Makes You A Parent But Having 2 Makes You A Refree. Gud nite:-)	India
Al possible  @lt;#@gt;  mark quest. 4m whole syllabus s the portions 4 2days test in ss itseems!	India
Y d	India
Did u hve ny cold tablets wit u?	India
Found a new si8 in ICT 4th yr!	India
Y	India
  now	India
Class d mam came so 'l get later	India
Wru	India
K	India
 . No forwards yet...! Plz forward this as fast as possible, tomorrow is unique	India
Goodnite	India
Whthr u tk tat xrx	India
Being in touch with you adds the spark to my life... Just be there always - Sent via WAY2SMS.COM	India
En chellam s 5n!	India
Sorry loose	India
Coming wru	India
K	India
I 'l give intro for sure	India
Aishu y wat d problem	India
Its ok. Leave it	India
Gud ni8 sollu da!	India
Rply d	India
Okie	India
Nee dhaan sollanum!	India
Stupid	India
Its k	India
Hey write that question in a paper n give me after this hour	India
Its k	India
My school friend	India
Heart touching Quote: Force can mak everythng possible in World, But it can't create single drop of Love in any 1's Heart.. - via WAY2SMS.COM	India
Ya tired!	India
R u thr	India
Dono	India
Hey bring my dc assignment tomo. I didnt write tat differentiate question	India
K k!	India
Okies...	India
I have to see u	India
Der	India
Nayae..	India
K	India
Dosa :-):)	India
Gud ni8!	India
Call	India
偓t枚 :-* 脨r鈧珸m搂	India
ANSWER FRANKLY.... Ne ennai parthu poramai kollum oru visayam enna? send to all ur frnds and c funny replys.. reply must... i am waiting. - via WAY2SMS.COM	India
Just compltd record! Gonna sleep! U?	India
Der	India
K 'l meet	India
Come out	India
Bathed?	India
Hey oru help da...web tech first  @lt;DECIMAL@gt;  units ku na oru buk xerox eduturken da nd i tuk an xtra cpy ! Can u ask if smbody wants it...	India
Fyn .. :) me jus had now ..	India
Then	India
Who all want od for carpe? Reply immediatly. Urgent..	India
I have work bye	India
K	India
Seri k k!	India
Rol cal	India
For wat u asked me to wait	India
K	India
K come by  @lt;DECIMAL@gt;  i 'l give intro	India
K	India
Had dinner ?	India
Next b'day adikuraen iru!	India
When u want that signal book?	India
Ok d	India
驴 I wish I would there to hold u tight, instead of saying this loving good night. - Sent via WAY2SMS.COM	India
Indha help kuda panna maataengura la?:-(	India
Watch Sizzling international models in bikinis.Click  @lt;URL@gt; 	India
Y	India
l come in 2min	India
Bunk?	India
Wen ru coming	India
No probs janu :-).	India
Next b'day nalla vaekuraen iru!	India
  Dec.Charges Rs.3/SMS	India
Ok cn i get it nw...	India
Love is a hand watch, only one person can see the time. But friendship is like a wall clock, every one can see the time. - Sent via WAY2SMS.COM	India
Hey plz da! Kaetu sollu!	India
For what	India
For studying de loose daa	India
Now?	India
Wru	India
Fa me from eleventh :-). Do yo know any one workin in mechanical concern ? I 've to go fa implant trainin . That s wy -	India
Cha! Vetti pasanga!	India
ask Divya to check her messages	India
 if she has plsql.i nd it urgently	India
"Anything is valuable only in 2 situations: First- Before getting it.. Second- After loosing it."..	India
I dint go 1st 3 hrs nah! Ask ur day schi frnds!	India
Class over d gonna enjoy after this	India
K come to 4th floor...stairs	India
Y u didnt like	India
Not comin	India
So . Wen is your semester ?? After diwali eh ?	India
aanginiya?	India
I arranged the code for u don worry 'l give at 4	India
Study stupid	India
Ya y	India
I dint go 1st 3 hrs nah! Ask ur day schi frnds!	India
K	India
I did not write de...so did not bring	India
Y don want	India
Gnv ditch	India
Fa sure :-) yo were there at home before two weeks na :)	India
Cake cut pannala?	India
K k.. Going to hostel?	India
Sema msg masthu ha ha	India
Wat name	India
Hey 2morow wat portions 4 ss test?	India
Wat to do	India
So u going huh	India
K come	India
Me goin there next week . 'll be there fa the whole week :-).	India
Hey no one s n class de. Shall i take ur bag to rest room	India
S	India
Friends are there	India
Warden avala apudi dhaan chellama kupiduvanga!	India
S	India
No class de	India
No intro oly..	India
Me in back of chit	India
That s gr8 :-) so . Any idea of goin home :)	India
Hey wru de	India
Good night janu .. Sweet dreamZ ..	India
  PM only on NDTV Good Times	India
Ur aal's name s "trouser"!	India
Playing cricket	India
We r sitting behind rest room de.... That ditch	India
Intro na intro	India
I am back of chit	India
Ok to catch tat posari dhoti huh k k al d best try wel janu	India
Y wat abt daa	India
3 Sisters marry @amp; go for honeymoon. Mom ask them to send feedback sms. 1st daughter sms: 'NESCAFE'.. Mom checks out Nescafe ad. It read: 'GOOD TO THE LAST DROP.' Mom smiles. 2nd daughter sms: 'BENSON @amp; HEDGES'.. Mom checks out. Its ad read: 'KING SIZE, EXTRA LONG.' Mom smiles again. 3rd daughter sms: 'BRITISH AIRWAYS'.. Mom checks out British Airways ad. It read: "3 TIMES DAILY, 7 DAYS A WEEK, BOTH WAYS." Mom FAINTs...:)	India
Yup sure dear	India
Shabaa! Ippadiyae bit-a poda vaendiyadhu! Kondu varaen!	India
Tell	India
Ask every one to leave de....no class	India
Y no	India
Wru	India
So .. How are yo mam ?	India
Me in my class wru	India
a? Boy:"NAAM IRUVAR NAMAKU IRUVAR".... Students rocks ... Good ni8.	India
Oh	India
Over-a paesadha! Get it in the mrng!	India
K	India
  purity at competitive price. For details contact branch.	India
Come	India
Signals	India
Ya . Definitely . Gonna complete ma b e mech engg .. May be that s enough fa tat post :-):-):-) lol :-).	India
Wru	India
Wenevr u hav DREAM inside ur HEART, Nevr let it go coz DREAMS r TINY SEEDS, 4rm wich BEAUTIFUL 2MORW GROWS Hav 1derful dream 2ni8..... - via WAY2SMS.COM	India
Tomoro we can talk for sure	India
Over-a paesadha! Get it in the mrng!	India
Nope	India
My friends	India
This is aswin divyas cousin pls ask her to check messages and reply to this mob no only today i forgot my mob thats why	India
U go u r wel qualifyd to do tat darln	India
Sure	India
India won by 5 wickets.	India
Y d	India
K k!	India
Ok d	India
I need give intro to my friends	India
Ok de... Customer care ku phone pani sollu	India
N masthu tats a vry bg job, . . . Am nt qualifyd 4 tat	India
Tell	India
Anyway only dip sir and Daa ll be taking classes tomor others ll leave us free la so only bunking	India
Y	India
Thu! Anyway hav 2 cover 4 endsem pracs la! Get a cover nd put, koranjida maata!	India
K	India
Wait till afternoon	India
A cute excuse teacher: why r u late? student-mom dad were fighting.T-they were fighting,why r u late? s-one shoes was in mom's hand @amp; one in dad's!Goodmorni:-)	India
I've given da	India
K	India
K de i'm bunking tomor. So can u pls send it by tomor morning	India
Tell d... Wat doing? Going for aoe	India
Der	India
Hr sir askd 2 meet b4 this monday itseems!	India
U need algorithm or program	India
Lets talk but not to canteen	India
Love was not put in your heart to stay. Love is not love till you give it away. Good day!	India
Nala job di. . . Aiyo aiyo	India
Cal	India
Tmrw dbms clas z not ther,so attend classes frm  @lt;DECIMAL@gt; ..,pass it 2 al our classmates	India
I do not think much, I do not think often, but when I do think, I think of you.-via Indyarocks.com	India
Ok di took wen yu come get t from me	India
No! 2morow oly hav to!	India
K	India
Every King was once a crying Baby @amp; Every Great Building was once a map. Its not Important where you are TODAY,BUT where you will reach TOMORROW... Gud mrng	India
Okay...	India
Aiyo ..	India
K d:) thanks:)	India
Wait d! Cmng!	India
Hi, Anusu Deen( @lt;#@gt; ) added u as a contact to his SMS phonebook on Indyarocks.com. If stranger to stop receiving sms from him visit dnd.indyarocks.com	India
Okay	India
2morow get ur record covered, else she wont sign in bonafide!	India
K	India
Class	India
Comin	India
 % job satisfaction Job Description: "Kovil 'la poosari mani adikkum bothu." " Avaroda Kudumi adama pudichikunum.." For more details e-mail at DING DONG BELL_CATCH POOSARI HAIR@ Yahoo.Com.;-)	India
After  @lt;#@gt; min 'l give miss call	India
Aru lawn d!	India
Not yet d	India
Want ma daa assign di ll give back after 5 mins	India
Odu!	India
Replied soon good	India
Chuma	India
Wru	India
  Dec.Rs3/SMS	India
Do u need d cooker now or shall I give 2moro?	India
Hey if possible can u mail me sql software now?	India
Oh okie d...	India
Hey.. Our cooker s slightly damaged.. So v r not lendin to anyone.. sorry	India
Poda vetti! Inga oruthi valiyula thavikura!	India
Wru	India
K k	India
Tel d	India
Carpe	India
When	India
Cn ya lend me ur cooker today?	India
Adi pavi	India
iting.	India
Adichanga la! Appo edhuvum therila, ippo dhaan semmaya valikudhu!	India
Wru de	India
Wru	India
Shall i come now?	India
Call	India
Movie.. But its gonna over so 'l sleep then	India
Then brng t bk whn u cm 4 din @amp;msg me	India
Ila d.tomo oly.u?	India
Gave roll call?	India
Diwali jokes Wife: Enanga karanam ilama kudika matten nu sonenga ipo ethuku kudichitu vandenga? Husb: Rocket vidrathuku bottle thevaipatathu athan.. Gud ni8	India
Call	India
K	India
Wil come in ten mins	India
Ok	India
Tell	India
Askd unna da	India
Ok d	India
Nice lines by A.R.Rahman: "U" are born without anything., But, you die with your name.. So that name must not be a letter, It must be a history.. :-)	India
Vali pinnudhu!:-(	India
K k	India
hey wat order today	India
New hostel lawn?	India
Der	India
Hey ask her 2 cum di :)	India
Wat d?	India
Its k d if u hve ny work go n do it i l cme on sme othr day	India
Shit! Who told d?	India
Get correction in dbms record nd compltd sign by 2morow!	India
Y d	India
Wait	India
Have u marked d syllabus for dc 3rd mid sem..?	India
Der	India
Stupid go n sleep	India
F u r gona give evng 2 hm i l give 2mrw at 2 de so i m askng	India
Half an hr d do u hve ny work?	India
Near sengipatti de.. Will reach at 7 de	India
U msg da	India
Wat tell	India
Next generation LKG poem..:-D Drinking Drinkng little BEER..%-) How i wonder what a BAR.. Quarter rates r up so HIGH.. Drink a peg with chicken Fry.. Gud eve:)	India
No d am scared.	India
Two fundamentals of cool life.... 1. Walk like u r the king, 2. Walk like u dont care who so ever the king is Good Evening... - via WAY2SMS.COM	India
Wat	India
While cmg can u brng maths bk i l take xerx @amp;give	India
K d i l cme to ur rm n mark d portions	India
Nopes... She doesnt have...	India
K k! Watever, nw better?	India
Tell her now itself so that she can arrange in next month.. Dont tell the day before u want	India
Hmm k k!	India
Gutters opposit gnv	India
....... Good evening frenz :-P	India
Call afte studyin	India
 F1 END:VCARD	India
Ok d whle c s cming gve ur dip bk to her d i need to take xerox	India
Oh my god....enna de	India
Hw r u nw da?	India
K	India
Podi vetti! Arivu illa! Kaatitu maatha vaendiyadhu dhaana!	India
Ya okay da...thank you...:)me coming to room...	India
Small fights create big affection on frnds.. Only laughing doesnt create true Fship. Sumtimes fight, crying,scolding, all mischieves make a best frndshp.	India
After that call	India
Whch time wl u give d	India
Sory to ask d	India
  for your Full Talktime Offer	India
There?	India
Y didnt tell d.. Tell her that its fine for paying late	India
You ve LIC book, and any book for microprocessor? Atleast any one?	India
Nothing	India
Ask unna if she wanna join	India
U study 'l talk later	India
  only	India
L u ask her n tel me wen c l return nu?	India
hey i did not come to coll...y	India
DIWALI MSG Man:Enena vedi iruku? Shopkepr:Rajni ajith, Surya, kamal vedi iruku sir. Man:vijay vedi iruka? SK:Sorry sir Antha perula Pushvaanam Than irruku.	India
Wat didnt tell	India
Enaku saree la paakanum!	India
No y	India
Ok d tanku	India
Now huh	India
Okie.. Does unna hv it?	India
Did u ask her wen c l return	India
:-)	India
Enna da panra?	India
Wat no	India
Goi! Where in hostel?	India
You are welcome	India
Hey did u hve ny idea d 2day s milk r cofe?	India
K u study 'l talk then	India
Hey.. Do u hv my Dbms rec?	India
Then who s hvng?	India
I have given to janani. Take from her	India
THE IBM people are coming to our college tomorrow and are gonna take a session on tgmc... its goin to be damn useful for prj..so be present at  @lt;#@gt; am at tifac audi.. further if u hav any doubts regarding dis just ask me...reply once u get dis msg.... sinduja...	India
Have u said your mom abt extra thousand	India
W r u?	India
K	India
Ok d free vidu ll get it on sme othr day d	India
I don remember	India
When l u cm 4 din	India
Wil u able to return my pendrive nw plz	India
Completed daa assign di come	India
What would have happened if adam and eve were chinese? We wud hav still livd in the paradise coz they wud hav left the apple n eaten the snake! Good evening.	India
Ya wait in break	India
All smal fight creates big affection on frnds. always laughing does not creat true frndship, sometimes fight, cryin,scoldin, al makes it thick. Hapy evng dia:-D	India
2morow ICT ramalakshmi's b'day!:-)	India
Ok d cn u gve me at nit i l finish it off n gve by mrng d	India
Asking whether u got the photo which i am meanin	India
Whr r u	India
After seeing your marks	India
I have given to janani. Take from her	India
Avaliyae kaelu!	India
Y	India
Sent it call after getting it	India
Call	India
